farmer_id,practice_id,CSP_ij_tCO2e_per_ha_season,y_ij_ton_per_ha_season
F0035,24,0.2046,-0.022
F0035,25,0.3155,-0.0989
F0035,26,0.1198,-0.0582
F0035,27,0.2906,0.1
F0035,28,0.2846,0.0313
F0035,29,0.2061,-0.0441
F0035,30,0.093,-0.0136
F0035,31,0.2571,-0.0216
F0035,32,0.272,0.0817
F0035,33,0.2769,0.0004
F0035,34,0.2328,-0.0426
F0035,35,0.0584,-0.0325
F0035,36,0.1175,-0.0359
F0035,37,0.2828,-0.021
F0035,38,0.0757,0.0296
F0035,39,0.7211,-0.0094
F0035,40,1.1181,-0.0458
F0035,41,0.7439,0.0037
F0035,42,0.4814,-0.0439
F0035,43,0.1176,-0.0636
F0035,44,1.3596,-0.0597
F0035,45,0.08,0.0003
F0035,46,2.1197,0.0492
F0035,47,0.5268,-0.0133
F0035,48,0.3725,0.0144
F0035,49,0.6004,-0.0378
F0035,50,0.3266,0.0609
F0036,1,1.148,-0.0674
F0036,2,1.2973,0.0151
F0036,3,0.9523,0.0749
F0036,4,0.7645,-0.0305
F0036,5,0.3763,-0.0239
F0036,6,0.4545,0.0208
F0036,7,0.9832,-0.0035
F0036,8,0.2231,0.0225
F0036,9,0.2374,-0.0407
F0036,10,0.2218,0.0753
F0036,11,1.0486,-0.0943
F0036,12,1.7819,-0.1064
F0036,13,0.404,-0.1674
F0036,14,0.316,-0.1651
F0036,15,0.51,-0.0849
F0036,16,0.734,0.0072
F0036,17,0.3927,-0.2007
F0036,18,0.3969,-0.0538
F0036,19,0.2259,-0.0748
F0036,20,0.0991,-0.0143
F0036,21,0.1236,0.0042
F0036,22,0.0683,0.0062
F0036,23,0.2086,-0.0436
F0036,24,0.1452,-0.0375
F0036,25,0.2422,-0.0694
F0036,26,0.1044,-0.0678
F0036,27,0.3011,0.0129
F0036,28,0.2629,0.0147
F0036,29,0.1918,0.0147
F0036,30,0.0966,-0.0343
F0036,31,0.2564,-0.0123
F0036,32,0.2175,0.0608
F0036,33,0.2172,-0.0174
F0036,34,0.2143,-0.0186
F0036,35,0.0526,-0.016
F0036,36,0.1095,-0.0839
F0036,37,0.2893,-0.0449
F0036,38,0.0642,0.0085
F0036,39,0.5991,-0.0556
F0036,40,0.707,-0.0652
F0036,41,0.5869,-0.0474
F0036,42,0.457,-0.023
F0036,43,0.1085,-0.0463
F0036,44,1.439,-0.0542
F0036,45,0.073,-0.077
F0036,46,1.5971,0.0865
F0036,47,0.555,0.007
F0036,48,0.3131,-0.0131
F0036,49,0.5274,-0.083
F0036,50,0.2762,0.0802
F0037,1,0.8236,0.0054
F0037,2,0.8591,0.0353
F0037,3,0.5494,0.1051
F0037,4,0.4148,0.0439
F0037,5,0.1894,0.0421
F0037,6,0.3657,0.0285
F0037,7,0.644,0.0474
F0037,8,0.1256,0.0291
F0037,9,0.1379,-0.0138
F0037,10,0.1378,0.1174
F0037,11,0.6471,-0.0746
F0037,12,1.0508,-0.0534
F0037,13,0.2704,-0.0685
F0037,14,0.2395,-0.097
F0037,15,0.3857,-0.0712
F0037,16,0.5891,0.0139
F0037,17,0.3975,-0.168
F0037,18,0.3128,-0.0319
F0037,19,0.1757,-0.0561
F0037,20,0.0746,0.0342
F0037,21,0.0963,0.0604
F0037,22,0.0538,0.1562
F0037,23,0.1735,0.0301
F0037,24,0.148,-0.0464
F0037,25,0.2004,0.0493
F0037,26,0.0847,-0.0797
F0037,27,0.2141,0.1014
F0037,28,0.2115,0.0476
F0037,29,0.1362,0.0285
F0037,30,0.0742,0.0263
F0037,31,0.2158,0.0462
F0037,32,0.1483,0.0309
F0037,33,0.1974,0.0029
F0037,34,0.1659,0.0199
F0037,35,0.0409,-0.0026
F0037,36,0.0883,0.0395
F0037,37,0.2638,0.0199
F0037,38,0.053,-0.0145
F0037,39,0.491,-0.0043
F0037,40,0.8032,0.0012
F0037,41,0.3892,-0.0138
F0037,42,0.3717,-0.0046
F0037,43,0.0745,0.0774
F0037,44,1.0492,-0.0002
F0037,45,0.0667,0.0053
F0037,46,1.2491,0.1694
F0037,47,0.4011,0.0717
F0037,48,0.2891,0.0342
F0037,49,0.4545,-0.0135
F0037,50,0.217,0.0483
F0038,1,0.6898,-0.0284
F0038,2,0.8209,-0.0795
F0038,3,0.6897,0.0632
F0038,4,0.5378,-0.0371
F0038,5,0.2746,-0.0195
F0038,6,0.3895,-0.0326
F0038,7,0.6721,-0.0103
F0038,8,0.1555,-0.0413
F0038,9,0.1628,-0.0041
F0038,10,0.1525,0.0525
F0038,11,0.8962,-0.1142
F0038,12,1.434,-0.1091
F0038,13,0.4379,-0.165
F0038,14,0.2279,-0.1317
F0038,15,0.4,-0.0535
F0038,16,0.611,0.0204
F0038,17,0.438,-0.1738
F0038,18,0.2972,-0.0375
F0038,19,0.2398,-0.0698
F0038,20,0.0727,-0.0151
F0038,21,0.1156,0.0205
F0038,22,0.0595,-0.0229
F0038,23,0.1642,-0.031
F0038,24,0.144,-0.042
F0038,25,0.2206,-0.0455
F0038,26,0.0874,-0.0337
F0038,27,0.236,-0.0052
F0038,28,0.2324,-0.0323
F0038,29,0.1465,0.0247
F0038,30,0.0644,-0.0302
F0038,31,0.2444,-0.0285
F0038,32,0.1916,0.0544
F0038,33,0.1943,0.0193
F0038,34,0.1722,-0.0535
F0038,35,0.0462,-0.0116
F0038,36,0.1082,-0.0311
F0038,37,0.2264,-0.0807
F0038,38,0.0595,0.0132
F0038,39,0.6216,-0.0506
F0038,40,0.9034,-0.0661
F0038,41,0.5156,-0.069
F0038,42,0.4116,-0.1332
F0038,43,0.1019,-0.0572
F0038,44,1.0975,-0.0109
F0038,45,0.0647,-0.054
F0038,46,1.4461,0.0682
F0038,47,0.3789,-0.0502
F0038,48,0.2716,0.0528
F0038,49,0.4416,-0.0246
F0038,50,0.2235,0.0277
F0039,1,1.0071,-0.0218
F0039,2,0.8493,0.0349
F0039,3,0.604,0.0036
F0039,4,0.4703,-0.0075
F0039,5,0.2801,0.0384
F0039,6,0.3602,-0.0718
F0039,7,0.6883,0.0037
F0039,8,0.1473,-0.0081
F0039,9,0.1635,-0.0252
F0039,10,0.1436,0.0437
F0039,11,0.6888,0.01
F0039,12,1.1398,-0.1006
F0039,13,0.2792,-0.1039
F0039,14,0.2208,-0.1357
F0039,15,0.4229,-0.0761
F0039,16,0.8547,-0.0381
F0039,17,0.5737,-0.2089
F0039,18,0.4681,-0.0273
F0039,19,0.279,-0.0916
F0039,20,0.0893,-0.0142
F0039,21,0.1443,0.0156
F0039,22,0.0584,0.058
F0039,23,0.2248,-0.0012
F0039,24,0.1643,-0.0086
F0039,25,0.2429,-0.1063
F0039,26,0.1198,-0.0403
F0039,27,0.2936,-0.0049
F0039,28,0.2763,0.0007
F0039,29,0.1763,-0.0054
F0039,30,0.1044,-0.0528
F0039,31,0.2506,0.063
F0039,32,0.238,0.0528
F0039,33,0.2424,-0.0028
F0039,34,0.1782,0.0117
F0039,35,0.0648,-0.0054
F0039,36,0.1181,0.0183
F0039,37,0.2706,-0.0441
F0039,38,0.0626,0.0329
F0039,39,0.8034,-0.0832
F0039,40,0.8796,-0.0411
F0039,41,0.6306,-0.0581
F0039,42,0.5323,-0.0258
F0039,43,0.1221,-0.0422
F0039,44,1.5157,-0.0513
F0039,45,0.0837,0.0065
F0039,46,1.5149,0.1255
F0039,47,0.4986,0.0573
F0039,48,0.3278,0.0085
F0039,49,0.4785,-0.0088
F0039,50,0.2854,0.0554
F0040,1,1.1005,-0.0148
F0040,2,1.2559,0.0273
F0040,3,0.8612,0.1072
F0040,4,0.6617,0.0699
F0040,5,0.367,0.0223
F0040,6,0.4921,-0.0121
F0040,7,1.0817,0.0378
F0040,8,0.2238,0.0013
F0040,9,0.229,-0.0103
F0040,10,0.216,0.1087
F0040,11,1.1203,-0.0007
F0040,12,1.9449,-0.0413
F0040,13,0.4,-0.0889
F0040,14,0.3111,-0.0613
F0040,15,0.553,-0.0926
F0040,16,0.8531,0.0095
F0040,17,0.5183,-0.1835
F0040,18,0.4597,-0.0072
F0040,19,0.3378,-0.0012
F0040,20,0.0906,0.0638
F0040,21,0.1331,0.0336
F0040,22,0.0815,-0.001
F0040,23,0.2428,0.0221
F0040,24,0.189,-0.0124
F0040,25,0.2989,0.0012
F0040,26,0.1411,-0.0164
F0040,27,0.2973,0.0615
F0040,28,0.2549,0.0962
F0040,29,0.2237,0.1305
F0040,30,0.0971,-0.0107
F0040,31,0.2658,0.0501
F0040,32,0.2566,0.0803
F0040,33,0.3,0.0359
F0040,34,0.2693,0.0381
F0040,35,0.0666,0.0298
F0040,36,0.16,0.0111
F0040,37,0.3548,-0.0096
F0040,38,0.0895,0.0457
F0040,39,0.7403,0.0376
F0040,40,1.1431,-0.0133
F0040,41,0.7656,0.0326
F0040,42,0.4894,0.0029
F0040,43,0.1308,0.0248
F0040,44,1.5288,-0.0198
F0040,45,0.1083,-0.004
F0040,46,2.029,0.1073
F0040,47,0.6191,0.0311
F0040,48,0.3658,0.0464
F0040,49,0.6009,-0.0182
F0040,50,0.2903,0.0441
F0041,1,1.2883,0.0419
F0041,2,1.1035,0.1076
F0041,3,0.8256,0.1184
F0041,4,0.6373,0.1136
F0041,5,0.4281,0.0185
F0041,6,0.4617,0.0907
F0041,7,0.9468,0.0705
F0041,8,0.2412,0.0351
F0041,9,0.2413,0.078
F0041,10,0.2134,0.1283
F0041,11,1.078,-0.0599
F0041,12,1.6017,-0.021
F0041,13,0.4724,-0.0321
F0041,14,0.3922,-0.085
F0041,15,0.5453,-0.0115
F0041,16,0.933,0.131
F0041,17,0.6562,-0.0914
F0041,18,0.5944,-0.0298
F0041,19,0.3272,0.0181
F0041,20,0.0992,0.082
F0041,21,0.1588,0.1169
F0041,22,0.1006,0.1056
F0041,23,0.2292,0.0574
F0041,24,0.2282,0.0543
F0041,25,0.2419,0.0717
F0041,26,0.1449,-0.0074
F0041,27,0.4087,0.0823
F0041,28,0.3165,0.1285
F0041,29,0.2873,0.1389
F0041,30,0.1238,0.045
F0041,31,0.3513,0.0397
F0041,32,0.3037,0.0936
F0041,33,0.3224,0.0814
F0041,34,0.2972,0.0593
F0041,35,0.0533,0.0784
F0041,36,0.1582,0.0827
F0041,37,0.3936,0.0959
F0041,38,0.0904,0.0659
F0041,39,1.0126,0.0668
F0041,40,1.1709,-0.0372
F0041,41,0.7823,0.0775
F0041,42,0.5336,0.0619
F0041,43,0.1469,0.0903
F0041,44,1.7027,0.0472
F0041,45,0.1123,0.1063
F0041,46,1.8628,0.1369
F0041,47,0.6593,0.1383
F0041,48,0.4668,0.1005
F0041,49,0.7228,0.0828
F0041,50,0.3393,0.1523
F0042,1,1.5103,0.0918
F0042,2,1.4954,0.0545
F0042,3,1.0143,0.0894
F0042,4,0.7274,0.0493
F0042,5,0.3824,0.0658
F0042,6,0.4836,0.0377
F0042,7,1.0542,0.1134
F0042,8,0.22,0.0157
F0042,9,0.2426,0.0773
F0042,10,0.1524,0.0811
F0042,11,1.5174,-0.0118
F0042,12,1.7102,-0.0536
F0042,13,0.5177,-0.0308
F0042,14,0.4517,-0.0596
F0042,15,0.5673,-0.0154
F0042,16,0.934,0.0352
F0042,17,0.4959,-0.1689
F0042,18,0.459,-0.042
F0042,19,0.3378,-0.0508
F0042,20,0.0749,0.0198
F0042,21,0.1702,0.0561
F0042,22,0.1049,0.0572
F0042,23,0.3062,0.064
F0042,24,0.2152,0.0068
F0042,25,0.3292,-0.0104
F0042,26,0.1454,-0.0118
F0042,27,0.3368,0.1105
F0042,28,0.3545,0.0824
F0042,29,0.2475,0.0658
F0042,30,0.1092,0.0114
F0042,31,0.3055,0.0272
F0042,32,0.2391,0.083
F0042,33,0.3303,0.0455
F0042,34,0.3544,0.0604
F0042,35,0.0871,0.075
F0042,36,0.1762,0.0238
F0042,37,0.296,0.0114
F0042,38,0.0926,0.0355
F0042,39,0.9424,0.0737
F0042,40,1.3361,0.0381
F0042,41,0.7446,-0.0001
F0042,42,0.6426,0.0191
F0042,43,0.1357,0.0111
F0042,44,1.6412,-0.01
F0042,45,0.0932,-0.0056
F0042,46,2.2032,0.111
F0042,47,0.6753,0.0789
F0042,48,0.4681,0.0651
F0042,49,0.6641,0.0457
F0042,50,0.3773,0.1177
F0043,1,1.1683,-0.0807
F0043,2,1.1729,-0.0775
F0043,3,0.6518,-0.0353
F0043,4,0.6161,-0.0551
F0043,5,0.3479,-0.0996
F0043,6,0.3917,-0.0488
F0043,7,0.8498,-0.0791
F0043,8,0.1992,-0.1068
F0043,9,0.1888,-0.0394
F0043,10,0.1799,-0.0155
F0043,11,0.9572,-0.1409
F0043,12,1.089,-0.1956
F0043,13,0.3994,-0.1829
F0043,14,0.3052,-0.1534
F0043,15,0.4531,-0.1868
F0043,16,0.847,-0.0596
F0043,17,0.484,-0.2467
F0043,18,0.5043,-0.1899
F0043,19,0.2572,-0.1309
F0043,20,0.0823,-0.0379
F0043,21,0.1578,-0.0431
F0043,22,0.0724,-0.0438
F0043,23,0.2275,-0.0538
F0043,24,0.1733,-0.0766
F0043,25,0.291,-0.1404
F0043,26,0.1045,-0.1732
F0043,27,0.3302,-0.0277
F0043,28,0.2918,-0.063
F0043,29,0.2349,-0.066
F0043,30,0.0993,-0.0811
F0043,31,0.2398,-0.0768
F0043,32,0.2374,0.0635
F0043,33,0.263,-0.0015
F0043,34,0.2592,-0.0711
F0043,35,0.0567,-0.0331
F0043,36,0.1033,-0.0205
F0043,37,0.3315,-0.1707
F0043,38,0.0692,-0.0655
F0043,39,0.7316,-0.0605
F0043,40,0.9621,-0.1411
F0043,41,0.6667,-0.0823
F0043,42,0.4363,-0.0631
F0043,43,0.1082,-0.0769
F0043,44,1.4438,-0.1514
F0043,45,0.0758,-0.0763
F0043,46,2.1996,0.0302
F0043,47,0.411,-0.1392
F0043,48,0.3999,-0.0315
F0043,49,0.6119,-0.1076
F0043,50,0.2977,0.0299
F0044,1,0.8924,0.0101
F0044,2,0.9651,0.0573
F0044,3,0.7043,0.0897
F0044,4,0.4854,-0.0084
F0044,5,0.3542,-0.0034
F0044,6,0.356,0.0365
F0044,7,0.7269,0.0299
F0044,8,0.1586,0.0223
F0044,9,0.1807,-0.0554
F0044,10,0.1742,0.0946
F0044,11,0.8722,-0.0831
F0044,12,1.2672,-0.0847
F0044,13,0.4079,-0.0859
F0044,14,0.2838,-0.103
F0044,15,0.3959,-0.0586
F0044,16,0.7422,-0.0026
F0044,17,0.3423,-0.1925
F0044,18,0.2943,-0.0432
F0044,19,0.1799,-0.049
F0044,20,0.0571,0.0084
F0044,21,0.1311,0.0742
F0044,22,0.0608,0.0333
F0044,23,0.156,0.0182
F0044,24,0.141,0.0457
F0044,25,0.2365,0.0193
F0044,26,0.0867,-0.0161
F0044,27,0.2358,0.0626
F0044,28,0.2681,0.0308
F0044,29,0.1561,0.0925
F0044,30,0.0668,-0.0222
F0044,31,0.202,0.0367
F0044,32,0.1571,0.0995
F0044,33,0.2184,0.0694
F0044,34,0.1693,0.0243
F0044,35,0.0459,0.029
F0044,36,0.1184,0.0382
F0044,37,0.2297,0.018
F0044,38,0.0497,-0.0172
F0044,39,0.5382,0.0086
F0044,40,0.922,0.0193
F0044,41,0.5665,-0.0123
F0044,42,0.3428,0.012
F0044,43,0.0889,0.0092
F0044,44,1.2005,-0.0113
F0044,45,0.0716,0.075
F0044,46,1.4466,0.152
F0044,47,0.4206,0.0139
F0044,48,0.2658,0.0502
F0044,49,0.4027,0.02
F0044,50,0.2448,0.146
F0045,1,0.6318,0.0002
F0045,2,0.5001,0.0338
F0045,3,0.4639,0.0567
F0045,4,0.4042,0.0594
F0045,5,0.2092,-0.0235
F0045,6,0.2349,0.0264
F0045,7,0.4369,0.0473
F0045,8,0.1079,-0.0184
F0045,9,0.1304,0.0091
F0045,10,0.0796,0.0882
F0045,11,0.556,-0.0218
F0045,12,0.843,-0.049
F0045,13,0.2377,-0.1171
F0045,14,0.1486,-0.0591
F0045,15,0.3046,-0.0508
F0045,16,0.6215,0.0765
F0045,17,0.3462,-0.1707
F0045,18,0.3185,-0.0121
F0045,19,0.1696,-0.0563
F0045,20,0.0603,-0.0205
F0045,21,0.1029,0.0242
F0045,22,0.0508,0.0385
F0045,23,0.1475,0.0204
F0045,24,0.1145,0.067
F0045,25,0.203,0.0017
F0045,26,0.0768,-0.0008
F0045,27,0.2229,0.0344
F0045,28,0.1817,0.0197
F0045,29,0.1461,0.1088
F0045,30,0.0649,-0.076
F0045,31,0.186,0.007
F0045,32,0.1435,0.0911
F0045,33,0.1726,0.0302
F0045,34,0.1425,0.0162
F0045,35,0.0398,-0.0036
F0045,36,0.0774,0.0362
F0045,37,0.2104,-0.0391
F0045,38,0.0519,-0.0727
F0045,39,0.4718,-0.006
F0045,40,0.7032,0.0095
F0045,41,0.4924,-0.01
F0045,42,0.3154,0.0004
F0045,43,0.0646,0.0653
F0045,44,0.8091,0.0024
F0045,45,0.0598,0.0262
F0045,46,1.1501,0.1321
F0045,47,0.2763,0.0466
F0045,48,0.2317,0.0456
F0045,49,0.3775,0.0457
F0045,50,0.1831,0.1225
F0046,1,0.9557,0.0005
F0046,2,0.9547,0.0364
F0046,3,0.6679,0.0777
F0046,4,0.5302,-0.0119
F0046,5,0.2513,0.0318
F0046,6,0.3529,0.052
F0046,7,0.7923,0.0078
F0046,8,0.1389,0.0782
F0046,9,0.1871,0.0072
F0046,10,0.1353,0.0881
F0046,11,0.7392,-0.0109
F0046,12,1.2485,-0.0274
F0046,13,0.3475,-0.0953
F0046,14,0.2571,-0.1578
F0046,15,0.4171,-0.0519
F0046,16,0.8697,0.0018
F0046,17,0.5374,-0.1051
F0046,18,0.4539,-0.0161
F0046,19,0.2887,-0.0667
F0046,20,0.0936,0.0202
F0046,21,0.1193,0.0328
F0046,22,0.0729,0.0431
F0046,23,0.2336,0.0025
F0046,24,0.1361,0.0652
F0046,25,0.2889,-0.0268
F0046,26,0.1144,0.0181
F0046,27,0.31,0.0774
F0046,28,0.3018,0.0661
F0046,29,0.1958,0.06
F0046,30,0.093,-0.0102
F0046,31,0.2625,0.0488
F0046,32,0.2044,0.1101
F0046,33,0.2257,0.052
F0046,34,0.2198,0.0368
F0046,35,0.0486,0.0701
F0046,36,0.1109,0.0763
F0046,37,0.3031,0.0155
F0046,38,0.0836,0.0148
F0046,39,0.8248,0.0274
F0046,40,1.0724,0.0084
F0046,41,0.7133,0.0044
F0046,42,0.3991,-0.0109
F0046,43,0.117,0.0153
F0046,44,1.5041,0.0426
F0046,45,0.0772,0.0096
F0046,46,1.5397,0.1819
F0046,47,0.5013,0.0767
F0046,48,0.3159,0.0795
F0046,49,0.5652,0.0195
F0046,50,0.312,0.1821
F0047,1,1.1074,0.0447
F0047,2,1.1499,0.1417
F0047,3,1.0197,0.1089
F0047,4,0.6688,0.0595
F0047,5,0.4217,0.0558
F0047,6,0.4814,0.1093
F0047,7,0.9276,0.087
F0047,8,0.2082,0.0999
F0047,9,0.2708,0.0854
F0047,10,0.2074,0.1455
F0047,11,1.0029,0.0304
F0047,12,1.7711,-0.0548
F0047,13,0.4504,-0.0184
F0047,14,0.3278,0.0135
F0047,15,0.5691,0.0425
F0047,16,0.6961,0.109
F0047,17,0.3684,-0.0813
F0047,18,0.341,-0.0074
F0047,19,0.2093,0.0158
F0047,20,0.0768,0.1053
F0047,21,0.1137,0.1287
F0047,22,0.0604,0.0298
F0047,23,0.1808,0.1373
F0047,24,0.1214,0.0755
F0047,25,0.2591,0.03
F0047,26,0.0966,-0.0035
F0047,27,0.2921,0.1186
F0047,28,0.2307,0.1768
F0047,29,0.1757,0.0823
F0047,30,0.0755,0.0644
F0047,31,0.2062,0.0324
F0047,32,0.1918,0.0897
F0047,33,0.2452,0.1119
F0047,34,0.1739,0.0532
F0047,35,0.0422,0.0584
F0047,36,0.1106,0.1547
F0047,37,0.2882,0.0623
F0047,38,0.0567,0.0425
F0047,39,0.7471,0.0687
F0047,40,1.0531,0.0962
F0047,41,0.4584,0.0531
F0047,42,0.3487,0.0539
F0047,43,0.0972,0.1599
F0047,44,1.0578,0.0585
F0047,45,0.0767,0.0796
F0047,46,1.5344,0.1378
F0047,47,0.415,0.1257
F0047,48,0.3181,0.1448
F0047,49,0.5182,0.1033
F0047,50,0.2395,0.1257
F0048,1,0.8269,-0.0784
F0048,2,0.9294,-0.0681
F0048,3,0.602,-0.0699
F0048,4,0.4001,-0.0703
F0048,5,0.2376,-0.11
F0048,6,0.3414,-0.0963
F0048,7,0.7057,-0.031
F0048,8,0.1414,-0.0843
F0048,9,0.1762,-0.1008
F0048,10,0.1273,0.0402
F0048,11,0.8448,-0.1184
F0048,12,1.3682,-0.2186
F0048,13,0.3803,-0.1513
F0048,14,0.2735,-0.1665
F0048,15,0.3924,-0.1542
F0048,16,0.7508,-0.05
F0048,17,0.4717,-0.2764
F0048,18,0.344,-0.0522
F0048,19,0.2215,-0.1288
F0048,20,0.0718,-0.0457
F0048,21,0.1194,-0.0381
F0048,22,0.0712,-0.0523
F0048,23,0.219,-0.0176
F0048,24,0.1723,-0.0708
F0048,25,0.3163,-0.0627
F0048,26,0.1065,-0.1379
F0048,27,0.2657,0.0167
F0048,28,0.2872,0.0333
F0048,29,0.1898,-0.0763
F0048,30,0.0904,-0.1349
F0048,31,0.2,-0.0441
F0048,32,0.2167,0.014
F0048,33,0.2366,-0.0246
F0048,34,0.1841,-0.0762
F0048,35,0.0472,-0.1159
F0048,36,0.1152,-0.082
F0048,37,0.312,-0.0489
F0048,38,0.0594,-0.0582
F0048,39,0.6178,-0.1282
F0048,40,0.9397,-0.1069
F0048,41,0.5667,-0.0148
F0048,42,0.3382,-0.0794
F0048,43,0.094,-0.0499
F0048,44,1.3038,-0.0842
F0048,45,0.0698,-0.0905
F0048,46,1.7711,0.075
F0048,47,0.4596,-0.0637
F0048,48,0.3401,0.0533
F0048,49,0.4898,-0.0282
F0048,50,0.2351,0.0124
F0049,1,0.9293,-0.001
F0049,2,0.8327,-0.0191
F0049,3,0.7259,0.0604
F0049,4,0.5488,0.0498
F0049,5,0.2807,-0.0305
F0049,6,0.4013,0.0241
F0049,7,0.6099,-0.0253
F0049,8,0.1561,-0.0176
F0049,9,0.1659,0.0117
F0049,10,0.1478,0.1031
F0049,11,0.623,-0.07
F0049,12,1.3322,-0.1462
F0049,13,0.3113,-0.1294
F0049,14,0.2477,-0.0704
F0049,15,0.467,-0.1115
F0049,16,0.7384,0.035
F0049,17,0.4367,-0.1579
F0049,18,0.3629,-0.0041
F0049,19,0.2541,-0.0946
F0049,20,0.0824,0.0299
F0049,21,0.1287,0.0603
F0049,22,0.0648,0.0336
F0049,23,0.199,-0.044
F0049,24,0.1498,-0.0362
F0049,25,0.2039,0.0075
F0049,26,0.1049,-0.0536
F0049,27,0.2451,0.0417
F0049,28,0.2611,0.023
F0049,29,0.1704,0.0463
F0049,30,0.0673,-0.0405
F0049,31,0.2178,0.0036
F0049,32,0.1894,0.0499
F0049,33,0.2603,0.0086
F0049,34,0.2035,0.0457
F0049,35,0.0508,0.0576
F0049,36,0.1039,0.0529
F0049,37,0.2988,-0.014
F0049,38,0.0609,-0.0358
F0049,39,0.6456,0.013
F0049,40,0.8979,-0.0434
F0049,41,0.5597,0.0146
F0049,42,0.4339,-0.052
F0049,43,0.0944,-0.0069
F0049,44,1.4135,-0.0023
F0049,45,0.0654,-0.0165
F0049,46,1.4237,0.0728
F0049,47,0.4929,-0.0206
F0049,48,0.267,0.0145
F0049,49,0.4831,0.0055
F0049,50,0.2567,0.1078
F0050,1,1.0919,0.07
F0050,2,1.3234,0.0744
F0050,3,0.8683,0.0721
F0050,4,0.7392,0.0776
F0050,5,0.3531,0.0271
F0050,6,0.4775,0.0651
F0050,7,1.1041,0.0916
F0050,8,0.2134,0.0628
F0050,9,0.2863,-0.0225
F0050,10,0.2208,0.1392
F0050,11,1.1394,-0.0666
F0050,12,2.0649,-0.0891
F0050,13,0.4957,-0.0581
F0050,14,0.4011,-0.0908
F0050,15,0.5482,-0.0368
F0050,16,0.8322,0.1341
F0050,17,0.3848,-0.1132
F0050,18,0.3384,0.0231
F0050,19,0.2235,-0.0357
F0050,20,0.0774,0.0481
F0050,21,0.1389,0.0881
F0050,22,0.0685,0.035
F0050,23,0.2273,0.0623
F0050,24,0.1816,0.0099
F0050,25,0.2094,0.0108
F0050,26,0.1216,-0.0006
F0050,27,0.2744,0.054
F0050,28,0.301,0.0642
F0050,29,0.1704,0.0847
F0050,30,0.0733,0.0468
F0050,31,0.2605,0.0819
F0050,32,0.2269,0.0883
F0050,33,0.2103,0.0614
F0050,34,0.1924,0.0477
F0050,35,0.0627,0.0947
F0050,36,0.1161,0.0745
F0050,37,0.2907,0.0097
F0050,38,0.0692,0.0186
F0050,39,0.7092,0.0015
F0050,40,0.8836,0.0324
F0050,41,0.6737,0.0025
F0050,42,0.4446,-0.0007
F0050,43,0.1092,0.0715
F0050,44,1.4283,0.0345
F0050,45,0.0959,0.0176
F0050,46,1.5252,0.1064
F0050,47,0.4462,-0.0013
F0050,48,0.3362,0.0703
F0050,49,0.5458,0.0447
F0050,50,0.2492,0.1375
F0051,1,1.7941,-0.0756
F0051,2,1.6391,-0.1012
F0051,3,1.1253,-0.0372
F0051,4,0.9182,-0.0723
F0051,5,0.5024,-0.0975
F0051,6,0.6876,-0.0242
F0051,7,1.3451,-0.0335
F0051,8,0.2407,-0.0705
F0051,9,0.3051,-0.0722
F0051,10,0.2646,0.0664
F0051,11,1.5962,-0.1468
F0051,12,2.5432,-0.1208
F0051,13,0.5856,-0.1183
F0051,14,0.4649,-0.2012
F0051,15,0.7765,-0.1201
F0051,16,0.8755,-0.0225
F0051,17,0.4983,-0.1912
F0051,18,0.4479,-0.0893
F0051,19,0.3027,-0.137
F0051,20,0.0888,-0.1028
F0051,21,0.1684,-0.0497
F0051,22,0.0823,-0.0009
F0051,23,0.2662,-0.0591
F0051,24,0.1916,-0.0057
F0051,25,0.3461,-0.0455
F0051,26,0.1319,-0.1225
F0051,27,0.3557,-0.0116
F0051,28,0.3204,-0.0108
F0051,29,0.2139,-0.0144
F0051,30,0.1093,-0.0636
F0051,31,0.2737,-0.0723
F0051,32,0.2961,0.0809
F0051,33,0.2913,-0.061
F0051,34,0.2331,-0.0385
F0051,35,0.0779,-0.0729
F0051,36,0.131,-0.0343
F0051,37,0.3856,-0.0732
F0051,38,0.066,-0.038
F0051,39,0.9104,-0.056
F0051,40,1.1947,-0.0878
F0051,41,0.6712,-0.024
F0051,42,0.5128,-0.0569
F0051,43,0.1486,-0.0895
F0051,44,1.4796,-0.0716
F0051,45,0.09,-0.0247
F0051,46,1.9673,0.0114
F0051,47,0.546,-0.0124
F0051,48,0.4449,0.0116
F0051,49,0.6274,-0.0431
F0051,50,0.3082,0.0114
F0052,1,1.0042,0.0598
F0052,2,1.1758,0.1281
F0052,3,0.7835,0.1187
F0052,4,0.527,0.0405
F0052,5,0.3023,0.0646
F0052,6,0.4034,0.0995
F0052,7,0.8238,0.0676
F0052,8,0.1546,0.1139
F0052,9,0.1998,0.0505
F0052,10,0.1515,0.1428
F0052,11,0.8639,0.0193
F0052,12,1.7416,-0.012
F0052,13,0.3962,-0.0721
F0052,14,0.2623,0.0003
F0052,15,0.4507,-0.136
F0052,16,0.8439,0.1585
F0052,17,0.3792,-0.0417
F0052,18,0.2869,0.0561
F0052,19,0.2577,-0.0506
F0052,20,0.0899,0.1204
F0052,21,0.1458,0.1265
F0052,22,0.0687,0.0544
F0052,23,0.2369,0.1518
F0052,24,0.1894,0.0069
F0052,25,0.2212,0.0218
F0052,26,0.0946,0.0313
F0052,27,0.3043,0.0726
F0052,28,0.2885,0.1486
F0052,29,0.1816,0.0978
